,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
91,FR020400,Shipping only non-common carrier - fob destination,Charges for delivery of product through a third-party non-common carrier paid to the seller where the title to the product is transferred at the time the customer takes possession of the goods.,"['ship', 'fob', 'destin', 'common', 'carrier', 'non']","['take', 'parti', 'titl', 'charg', 'custom', 'good', 'deliveri', 'paid', 'time', 'common', 'third', 'seller', 'carrier', 'transfer', 'non', 'possess', 'product']",25111525.0
92,FR020500,Shipping only non-common carrier - fob origin,Charges for delivery of product through a third-party non-common carrier paid to the seller where the title to the product is transferred at the time of sales and prior to shipment.,"['ship', 'fob', 'common', 'carrier', 'non', 'origin']","['sale', 'parti', 'titl', 'charg', 'deliveri', 'paid', 'prior', 'time', 'common', 'third', 'seller', 'carrier', 'transfer', 'shipment', 'non', 'product']",25111525.0
93,FR020800,Shipping charges that exceed the actual cost of delivery,"Charges for shipping ""only"" that exceeds the actual cost of transporting the product to the customer.","['ship', 'charg', 'cost', 'deliveri', 'actual', 'exceed']","['ship', 'charg', 'custom', 'cost', 'actual', 'exceed', 'product', 'transport']",
94,FR020900,Shipping charges that exceed reasonable and prevailing rates,"Charges for shipping ""only"" that exceeds what is deemed to be ""reasonable"" and ""prevailing"" rates.","['ship', 'charg', 'reason', 'rate', 'prevail', 'exceed']","['ship', 'charg', 'reason', 'rate', 'prevail', 'exceed', 'deem']",
95,FR022000,Shipping – fob origin – customer has option to separately contract for shipping,,"['ship', 'separ', 'custom', 'fob', 'option', 'contract', 'origin']",[],
96,FR021004,Postage for direct mail,,"['mail', 'direct', 'postag']",[],44102101.0
97,FR030000,Shipping and handling combined,"Charges for ""shipping and handling"" (combined) that are paid to the seller which represents the cost of transportation plus additional charges for special handling.","['ship', 'handl', 'combin']","['plu', 'ship', 'charg', 'combin', 'cost', 'handl', 'seller', 'repres', 'transport', 'addit', 'special', 'paid']",44121715.0
98,FR030700,Shipping and handling-direct mail-printed material for mass audience delivery,,"['print', 'mail', 'ship', 'direct', 'ma', 'deliveri', 'handl', 'audienc', 'materi']",[],44102102.0
99,FR040000,Electronically delivered,A separately stated charge for the electronic transfer associated with the sale.,"['deliv', 'electron']","['sale', 'transfer', 'electron', 'charg', 'state', 'separ', 'associ']",43201604.0
100,FR059314,Freight loading or unloading,,"['unload', 'freight', 'load']",[],
101,FR060000,International freight service - canada,International freight transportation services that involve transportation of goods from a place outside canada to a place in canada.,"['servic', 'canada', 'intern', 'freight']","['good', 'outsid', 'intern', 'servic', 'transport', 'involv', 'place', 'canada', 'freight']",48101901.0
102,FR070100,Mandatory insurance charges on shipments,,"['shipment', 'mandatori', 'charg', 'insur']",[],
103,FR999999,Temporary unmapped freight sku - taxable default,A separately stated freight charge that has not been mapped to a specific freight tax code. this temporary unmapped code has a taxable default and will impose tax in all cases unless the associated item is non-taxable or unless an entity or use base exemption is applicable. the purpose for using this code is limited to getting a sku assigned to a system tax code until it can be adequately reviewed and a specific tax code can be accurately assigned.,"['unmap', 'sku', 'temporari', 'default', 'taxabl', 'freight']","['exempt', 'state', 'applic', 'taxabl', 'purpos', 'get', 'freight', 'unl', 'base', 'impos', 'accur', 'limit', 'tax', 'adequ', 'item', 'use', 'default', 'use', 'system', 'code', 'map', 'entiti', 'charg', 'unmap', 'case', 'sku', 'specif', 'temporari', 'separ', 'review', 'non', 'assign', 'associ']",
104,O0000000,Other,Other miscellaneous types charges that are not normally viewed as either the sale of tangible personal property or the performance of a service.,[],"['sale', 'perform', 'normal', 'properti', 'charg', 'tangibl', 'view', 'servic', 'miscellan', 'either', 'type', 'person']",
105,O9999999,Temporary unmapped other sku - taxable default,This code can be used to map to non-products or service where a specific system tax code has not been identified for taxability purposes or the product is know to be taxable in all taxing jurisdictions. taxable in all states.,"['unmap', 'sku', 'temporari', 'default', 'taxabl']","['know', 'identifi', 'jurisdict', 'map', 'tax', 'specif', 'state', 'servic', 'taxabl', 'use', 'tax', 'system', 'purpos', 'code', 'non', 'taxabl', 'product']",
106,OA020000,Admissions,"Admission fees to entertainment, amusement parks, concerts, cultural or sporting events. (note: this tax code series only considers sales tax and excludes any admissions tax that may apply)",['admiss'],"['concert', 'admiss', 'consid', 'sport', 'seri', 'sale', 'appli', 'event', 'exclud', 'may', 'entertain', 'amus', 'park', 'fee', 'code', 'tax', 'cultur', 'note']",
107,OA020100,Admissions-amusement parks,,"['amus', 'park', 'admiss']",[],
108,OA020200,Admissions-concerts,,"['concert', 'admiss']",[],
109,OA020500,Admissions-other( does not include entertainment or amusement),,"['entertain', 'includ', 'amus', 'admiss']",[],
110,OA020600,Admissions - green fees for municipally owned golf course,,"['cours', 'green', 'own', 'admiss', 'fee', 'municip', 'golf']",[],51102827.0
111,OA020700,Admissions - green fees for privately owned golf course,,"['cours', 'green', 'privat', 'own', 'admiss', 'fee', 'golf']",[],25101904.0
112,OA026346,"Admissions - billiards, pool or domino parlors",,"['admiss', 'domino', 'billiard', 'pool', 'parlor']",[],
113,OA020300,Admissions-other (includes entertainment or amusement),,"['entertain', 'includ', 'amus', 'admiss']",[],
114,OA020310,Admissions - adult entertainment,,"['adult', 'entertain', 'admiss']",[],
115,OA020400,Admissions-sporting events,,"['sport', 'event', 'admiss']",[],49131602.0
116,OA020401,Admissions - horse race,,"['race', 'hors', 'admiss']",[],
117,OA020402,Admissions - combative sports,,"['sport', 'comb', 'admiss']",[],49131602.0
118,OA020403,Admissions - motorsports,,"['motorsport', 'admiss']",[],
119,OA020800,Admissions - theatrical/cinematic,,"['theatric', 'cinemat', 'admiss']",[],
120,OA020801,Admissions - movies,,"['movi', 'admiss']",[],
121,OA029338,Admissions - participatory sports or games,,"['game', 'sport', 'participatori', 'admiss']",[],49161615.0
122,OA029339,Admissions - bowling alley,,"['alley', 'bowl', 'admiss']",[],
123,OA029340,Admissions - bingo game,,"['game', 'bingo', 'admiss']",[],48121302.0
124,OC030000,Coupons (third party),,"['parti', 'third', 'coupon']",[],
125,OC040000,Convenience fee associated with online reservation,,"['onlin', 'conveni', 'reserv', 'fee', 'associ']",[],
126,OC040100,Convenience fee associated with the sale of green fees for municipally owned golf course,,"['sale', 'cours', 'green', 'conveni', 'own', 'golf', 'fee', 'municip', 'associ']",[],51102827.0
127,OC040200,Convenience fee associated with the sale of green fees for privately owned golf course,,"['sale', 'cours', 'green', 'conveni', 'privat', 'own', 'golf', 'fee', 'associ']",[],25101904.0
128,OD010000,Discounts,Vendor discounts as opposed to cash or early payment discounts,['discount'],"['discount', 'payment', 'cash', 'vendor', 'oppos', 'earli']",
129,OD010300,Discounts on tpp,,"['discount', 'tpp']",[],
130,OD010400,Discount - instant-off manufacturer rebate for taxable item only (requires entry of rebate as a negative amount to ensure proper tax calculation),,"['discount', 'item', 'entri', 'proper', 'amount', 'instant', 'rebat', 'requir', 'neg', 'ensur', 'calcul', 'taxabl', 'manufactur', 'tax']",[],44101805.0
131,OD020000,Dues/membership fee,"Dues or membership fees that could include or not include the transfer of tpp, including the right to make purchases or to purchase goods and services for a reduced fee.","['fee', 'due', 'membership']","['purchas', 'transfer', 'membership', 'good', 'includ', 'reduc', 'tpp', 'includ', 'could', 'right', 'servic', 'fee', 'due', 'make']",
132,OD020400,Dues/membership that guarantees transfer of tpp (magazine subscription comes with membership),,"['transfer', 'membership', 'subscript', 'guarante', 'tpp', 'magazin', 'come', 'due']",[],
133,OD020500,"Dues (social, fraternal, non-entertainment)",,"['fratern', 'entertain', 'social', 'due', 'non']",[],48101702.0
134,OD020320,Dues/membership - with no transfer of tpp (retail shopping club),,"['transfer', 'membership', 'shop', 'retail', 'tpp', 'club', 'due']",[],48111404.0
135,OD030000,Membership discount cards,,"['discount', 'membership', 'card']",[],32101506.0
136,OE010100,Exchange/trade-ins of similar items,,"['item', 'trade', 'exchang', 'in', 'similar']",[],
137,OF020000,Cancellation fees,,"['fee', 'cancel']",[],
138,OF030000,Expedite fees,,"['fee', 'expedit']",[],
139,OF040002,Original interest,A one-time or recurring fee charged by the seller to the purchaser based on the extension of credit on a transaction. (note - charges may be exempt for this code in certain jurisdictions if the item financed is otherwise exempt. this code presumes the sale of a taxable item.),"['interest', 'origin']","['sale', 'otherwis', 'may', 'seller', 'taxabl', 'exempt', 'note', 'financ', 'credit', 'purchas', 'presum', 'item', 'transact', 'one', 'charg', 'time', 'certain', 'recur', 'charg', 'jurisdict', 'fee', 'base', 'extens', 'code']",
140,OF040003,Re-billed interest,"A one-time or recurring fee charged by the seller to the purchaser after the sales transaction has occurred, usually based on a late payment or failure to pay. (note - charges may be exempt for this code in certain jurisdictions if the item financed is otherwise exempt. this code presumes the sale of a taxable item.)","['interest', 'bill']","['sale', 'otherwis', 'pay', 'may', 'seller', 'late', 'taxabl', 'exempt', 'note', 'financ', 'purchas', 'presum', 'item', 'transact', 'payment', 'one', 'charg', 'time', 'certain', 'recur', 'charg', 'jurisdict', 'occur', 'fee', 'base', 'usual', 'code', 'failur']",
